rating,review,date,userName
4,application must everywhere even workplace cannot log app otp,2021-02-04 16:37:27,yoonxoopaa
5,got vaccinated days no still no record immune dose,2021-07-15 08:42:10,Shifa waleed
3,hello team user not working new update aware nobody allowed enter place without app permission pls fix asap thx,2021-04-11 17:17:27,Kaizen Rehman
5,dashboard digital cards not work,2021-02-06 18:25:07,Abiboula Khan
4,language settings arabic displays name personal details english language settings english displays name person details arabic error health passport apple ios app recently updated ios recent update kindly check update next version,2021-01-25 06:51:24,babudukku
2,last two days app working showing try later,2021-02-04 05:27:37,chinnu44
4,application work offline,2021-08-11 07:06:33,Eng.Zohaib
4,update open app,2020-05-25 10:52:04,Ihsanadil
3,register dependant tawakkalna tried add shows approval pending since last week plz help,2021-08-08 13:28:50,# RZ
5,application served segments society everything available,2021-04-17 10:01:39,مدمن الاهلي
5,extraordinary efforts reflected service linkage data platform proud saudi works,2021-04-16 20:34:03,Husam.M.A
5,one best easy use reliable one,2021-02-19 22:18:25,M. Alsayegh
5,app good might better reduce data usage,2021-02-17 16:23:27,A195t
1,something went wrong please try later message keeping showing start app not sign hope fixed please tell thanx,2020-08-29 13:38:39,Za2277
2,im institutional quarantine tawakkalna status purple color not shows number days spent check number days spent quarantine please suggest regards,2021-07-28 21:00:31,gemsuis
1,unable sign account app noting wife able sign within minutes activating dependent absher account please advise reason,2020-05-15 00:38:25,SaadShakhshir
3,telecom companies must participate opening free internet service keep tawakolna app connected without interruption update health status,2021-04-17 02:14:51,Fahim AlShammari
1,bad experience application covid vaccine days ago appear application yet made many calls help center no use know fox problem,2021-05-03 00:08:52,NBorham
3,app crashes sign tap password crashes time,2020-05-06 12:52:17,Muddassir M
2,sign says please visit passport correct residendcy status dont know whats thr problem everything ok make tawaklna,2021-02-27 23:32:21,Jabbar Kandhro
1,facing login issues details even update also work well browser,2021-02-07 07:08:06,Azharuddin shaikh
5,not working say error,2021-02-04 14:14:50,andrie5001
1,trying hours tell enter application useless need new update app use able go work,2021-02-03 20:14:30,Omar Mohammed-Youssef
5,open application,2021-02-03 14:02:48,AhmadMido
1,recently downloaded app difficulty pswrd b format issues although already registered upon reopening app show correct health status need log many undue error messages medical facilities requiring show ongoing appointments tawakkalna app allow entry however application not reflect active appointments please fix problems thank,2020-12-12 16:23:53,Icell12
3,health passport still shows old passport number contacted support no luck app timely updates,2021-06-18 08:45:19,ayman reviews
5,suggest make app offline,2021-06-25 09:37:34,Maryam19102010
5,great app,2021-03-24 22:37:21,Ali Haboub
1,application keeps lagging wont let sign trying hours need register urgently cant slow app keeps saying service isnt available,2021-02-04 06:18:35,Rawan1001
2,app allow sign enter iqama id birthdate message pop says version dedicated selected sample exempted government private sector employees,2020-05-12 22:21:39,Enghaj
1,application keep drain battery due always use location even application closed please solve issue thanks support,2021-08-10 16:37:07,Do2do64
1,government lawmakers look carefully review purpose always slow malfunctioning caused major loss not allowed board flight due application error,2021-07-13 04:19:52,dobtor u
5,excellent easy program,2021-02-05 12:04:26,fahad al sweleh
5,unbelievable app everything using app ksa,2021-10-01 11:46:19,Ham.san
5,well review favorite program ever b c saudi made,2021-09-11 17:47:57,Abooodi102
2,since last months digital documents not showing tawaklana app please resolve issue,2021-07-16 16:29:52,saif0613
4,like idea app cant continue registration error creating user,2020-04-07 21:55:31,fdhfsh
1,hello today cant go anywhere like mall restaurant brand shop without app ap not accept password issue app please implementing make sure app,2021-02-04 16:07:24,uuuytviud
1,trying log app says heavy traffic also otp password arrives late issues several times already,2021-02-03 19:32:22,gydionnicolie
3,medical passport service not available every user otherwise app great medium unified digital experience kingdom,2021-01-18 07:43:33,Cyclotroned
4,please suggest open functions border number holders,2021-09-12 11:49:16,Elamir Moustafa
5,beautiful application became daily application services present,2021-06-23 03:40:09,fahadavdur
1,night mobile batttery morning apple support saying application consumed whole battery please check application side consuming whole battery,2021-03-28 13:18:21,Anvarji
1,please fix heavy traffic issue done long mandatory use app going public places,2021-02-04 16:44:41,jigllymighly
5,please want app work offline,2021-02-23 02:04:03,R1ma88
1,keep giving last update something went wrong not opening continue life without stupid app,2021-08-18 17:17:43,Asdfghkljbdhdgevhz
5,great app work easy use really useful,2021-02-16 17:41:41,Saeed Ghamdi
5,useful app quite easy use thanks,2020-04-17 18:26:13,mo7md21
1,working sleeping otherwise time unavailable especially english version never working since government make compulsory,2021-02-04 16:58:50,محمد طيب
2,faced issue singing today error message reads data entered not correct format although no data entered please advice,2020-05-25 11:28:14,fahmy122
1,delete download several times not working something new update,2020-05-25 10:53:34,Ghavskd cjlams
1,dont see must put residence within radius im currently work not go back time soon problem change month change useless restriction,2020-05-20 09:12:54,Wardu
5,thank much great app,2021-09-09 17:09:40,yassarbabu
5,app lock like help humanity,2021-07-02 19:23:27,Majed J
1,app uses health information iphone includes hight weight access personal info available anyone,2021-05-16 22:16:45,Ali fayez rajab
4,works offline well,2021-04-18 19:01:00,Rizsayed
1,change phone number says change absher not changed app whyyyy,2021-04-27 17:04:10,Maaansooour
5,app see new face saudi arabia applied transformation digital really appreciate government app provide lot advantages citizens residents big thanks country team built best regards sultan,2021-02-17 23:19:14,SULTAN ALENAZI
3,good app many problems logging connection please develop app,2021-02-16 20:20:37,Nawafhmoud
2,app slow error sign graphics bit slow remember sign concept application wonderful help control great work moh,2021-02-06 17:40:05,NavEeN Gopi
1,app good patients location monitoring however currently not capable handle users saudi causing huge trouble using app service problem unreceived otp system errors,2021-02-04 12:40:48,abskiey
2,first log easy make auto log cannot log anymore kindly fix issue thank,2021-02-04 09:14:23,dugyot1212
5,need carry wallet anymore,2021-09-04 00:32:03,Musaad F abu
1,app not working properly since last days opening getting close automatically,2021-06-14 22:04:17,Qaiser Rasheed
5,app rewarded best world served saudi people significantly pandemic,2021-03-24 19:59:29,Azizalsadi1
2,always busy whenever need login always high traffic,2021-04-02 15:58:39,Naf_ahmed
1,know trying use turn work delete phone try download another time tplease help,2021-04-01 14:30:39,marbaeen
5,thank much government,2021-02-17 20:38:03,turki bae
1,description said installed ios version later not need buy new phone waste money app,2021-03-07 03:40:17,rosgeen
5,app not working please help,2021-02-03 22:13:07,Rahzeus
5,best ever seen great job usual,2021-10-01 05:23:44,Mo Abaza
1,many times try sign always message connection lost try minutes,2021-02-03 17:08:12,mwalnassar
5,please add apple pay reservation transportation,2021-08-04 17:28:06,hamooozi
1,mobile data closed automatically open application,2021-08-24 19:35:34,belal 14
5,love app easy use helped helped lowering spread covid second wave,2021-02-17 05:33:40,Halah501
3,app keeps logging every time want use app,2021-09-10 08:08:45,bibonagy
1,app always works background takes battery hope developers fix,2021-02-13 18:27:16,Osamam9
1,stupid move government force people use app even work always crashes not phone several phones,2021-02-04 08:17:45,Aref88
1,poor use not supporting temporary travelers also cannot edit go back option set,2020-05-25 22:39:07,مسلم في بلاد الغرب
5,thank useful application,2020-05-14 05:52:07,Hanan.s.alharbi
3,change language english arabic,2020-05-06 12:43:07,Samernj
2,last update app quits seconds please fix,2021-05-15 06:57:58,Ahmed Al-Farhan
5,saudi arabia top country government application,2021-02-17 22:50:07,thank you for good update
1,digital id stopped showing last update developers consider adding apple wallet support convenience end user,2021-02-05 23:35:19,Concious Observer
1,opening time error always asking user password better performance add fingerprint face id,2021-02-03 20:03:03,Robin nelson ksa
3,latest version app drains battery fast,2021-08-13 11:09:09,ZzYs098
1,getting error signup according data launch plan registration available stages no idea stages means find options signup iqama dob kindly fix error,2020-05-04 08:32:17,M@j!
5,suggest iwatch app showing status,2021-08-05 02:19:06,Aboelnasr
5,thank wonderful app,2021-05-26 13:43:09,Saleissa
5,believe app important community overcome pandemic,2021-02-17 11:27:12,omar albader
1,vaccine last march reflect tawakkalna stated appointment already called hotline service nobody answering calls,2021-05-25 04:52:29,viciousqueen87
1,illegal privacy forced use keeping location available always thank apple make privacy allowed everyone,2021-03-26 07:15:37,Sparkis 00246
1,good app many benefits thank efforts ever log massage comes says ssll problem reach server,2021-02-10 08:47:05,zoomy 13
1,new restrictions february many people use app crashing sometimes shows server error logging please update app,2021-02-04 09:06:33,NawafZeeshan
1,placed pin bit away house mistake cannot get permit wait one month change location,2020-05-26 04:09:08,marzooan
4,best application thank saudi government since beginning emergence corona rescue solutions many praise god,2021-02-18 10:51:38,معاذ البركاني
5,one best effective apps everyday life style,2021-09-10 21:43:13,ferras9
1,app always tracking user location,2021-08-18 12:46:46,isn3500
5,would like say saudi arabia live app,2021-04-07 22:16:28,NezarQusai
3,problem app,2021-04-07 18:04:42,Un known.70
1,always lags always got problem somehow every update lags even extent even log account,2021-02-04 09:05:52,Raeda sameeh
1,login application keeps restart not able launch,2020-12-31 21:02:01,Hantooly
5,app help lot thank much,2020-05-23 13:26:05,tommksa
1,bad program fact restricts already permission go based job advise permission already not sign,2020-05-06 17:10:45,muid001
1,every member family tried register got message no reasons given user not allowed,2020-04-16 19:47:48,Spider Reno
1,app violates right privacy comes location,2021-08-15 22:36:23,kusjan
1,downloaded application try open always say something wrong use,2021-08-09 06:54:40,Dpurple87
5,help people,2021-02-18 17:51:15,alnasnaser
2,drains battery fast consumes least batter also consumes much memory,2021-02-16 10:34:51,MostafaAbdo
1,app kingdom depend weak slow pass app public place fast easy handle overload many logging,2021-02-02 18:26:41,Aljazi91
1,sign takes forever close repeat tells something wrong stuck,2020-05-04 00:55:33,Mzekrallah
1,kept trying half hour succeed creating password though confirms requirements,2020-04-07 19:21:42,1234kho
1,app draining battery per charge power efficiency needs improvement also background activity really high,2021-06-27 15:48:10,majedmaj213
5,better good,2021-02-18 01:23:50,Suad F
5,thank saudi government great app prevents spreading easily,2021-02-17 16:51:03,Sultan.aljohani
4,sir sometimes not issuing movement permit please support required long live ksa,2020-05-14 20:47:09,Engr Naveed
1,high loading issues errors log always not enough preparations done developing software poor performance suffering lot,2021-02-04 01:14:45,Meghanathpc
1,even log app web version seems fine app always tills try later reason,2020-09-26 18:56:12,az sultan
5,great useful app registration using app easy,2020-04-18 07:33:32,Maher Alsharif
1,app no beni fit whenever register imidaitly process compilation get massage user not allowed try many names massege,2020-04-15 14:01:46,FSRII
3,please improve killing battery,2021-09-12 11:27:37,1244sds
5,considered one best government app kingdom saudi arabia benefits citizen resident wonderful app,2021-06-22 21:28:40,المعتصم بالله 2031
5,best app world proud application,2021-05-22 09:41:21,SalMan AljOmeRI
1,purpose creating app excellent people problem log cause lot burdens people going grocery shops needs improvement,2021-02-04 15:22:17,12@9033
3,slow log,2021-02-04 08:36:52,mazesarcom
2,service not available time otp not proceeding,2021-02-04 06:39:03,Arunkrish004
2,proceed registration process received message according beta launch plan registration available stages please advise,2020-04-19 15:39:16,khallaom
5,thank much,2020-04-10 04:14:03,HA!L
1,app continuously getting crashed exits loading iphone,2021-06-04 04:52:12,Shamim90
1,not working ever want open always says service not available,2021-02-04 08:44:31,asad 577777
1,application drains battery heavily drained within hours issue needs addressed urgently since application essential everyone day day activities,2021-02-04 04:35:45,Zakariya Hussain
3,consuming battery daily basis,2021-08-26 20:39:14,Ali.AlNasser
5,easy use helpful,2020-05-06 17:43:41,الدكتور محمد
5,asalamu alaikum kindly add vaccination options visit visa holders well,2021-05-24 05:19:04,riznih
1,new version always running background drains battery life please fix issue,2021-08-14 20:05:59,Asadaliz
4,user friendly app,2020-05-06 13:28:52,hibaaq11
5,extremely helpful informative like ue app,2021-02-16 19:43:42,Meshsolute
1,open app give password date birth clicking next not open,2021-02-07 18:44:58,𝗠𝗲𝗵𝗲𝗱𝗶
3,already taken dose corona vaccine medical passport not updating,2021-01-19 13:00:38,reginozamora
4,great app must offline capability,2021-03-24 14:50:13,Kayl9
1,last version update draining battery background refreshing fix asap,2021-08-17 13:06:19,saud383
5,really feel proud country,2021-04-17 13:26:47,Yara Alharbi
5,drains battery due always open location,2021-02-05 07:58:32,ikhangidi
1,made mandatory today not working always asks login no face id always connection lost people enter certain places keeps happening,2021-02-04 13:56:51,RealIndian28
1,app keeps saying service not available trying log retrieve password,2021-02-04 13:01:29,blinky412
1,application not work time places want showing application work see state,2021-02-03 21:16:45,ابولدن
1,used app stated not authorized authorization without specific reason reason must clearly stated avoiding download app taking space phone,2020-05-24 01:47:11,Bawadi88
3,good app forcing always access location want privacy,2020-05-16 15:32:44,Only Memo
5,app best world,2021-09-11 20:21:33,zxzccxsdgyddvhdsrhjxxv
3,app work offline,2021-09-11 15:05:46,soban2015
1,previous version fine daily tawakalna eating least battery,2021-08-15 05:16:01,NT Ch
1,every time needs update addition work unless theres connection not much no new idea no new,2021-06-27 15:18:22,LLAA07
2,last update app crashes time,2021-06-05 14:26:12,Naifaw
5,stay safe thanks amazing app,2021-02-17 09:41:14,Turkiy
1,many issues bugs bad performance loading,2021-02-03 20:39:43,zabbenak
4,please consider offer add ids apple wallet receive,2020-12-31 02:47:52,Saud AlSahli
5,helpful thanks,2020-05-04 13:52:47,Waleed H Alghamdi
1,please stop asking location service consumes battery fast,2021-09-06 21:50:33,gannah saif
3,appearing data read,2020-05-11 03:39:35,dagrg
2,app not working always connection time network lost,2020-05-25 10:17:57,#Ahsan
5,really nice application love take permission simply,2020-05-25 09:22:20,محمد ساه علم
5,thank easy,2020-05-12 00:39:33,Alisallami
1,hello change phone number tawakalna lost phone number sending verification number plss help,2021-08-16 10:59:49,MakiMlegends
1,hate app cus enforces use location always not like apps provides using app blame apple allowing,2021-06-27 13:38:58,Sameer.mg
5,smart app fight pandemic saudi arabia thanks many,2021-02-18 16:11:19,"Damian""',23"
5,thank useful application useful practical easy use application,2021-02-17 06:28:46,M🤩🤩🤩S
1,never used worse app worst part thing without active,2021-02-16 19:14:43,sultan s s s
1,please fix not working trying many times installed crash,2021-02-04 19:25:59,Social working
2,hello unable log since morning plz take prompt action,2021-02-04 10:24:24,Sharif I D S
1,app not working always gives error message service unavailable,2021-02-04 06:50:53,Mohdaa81
5,thank great application,2021-09-03 01:34:44,almedo18
1,every time make password says error despite fact follow requirements making correction password,2020-04-07 22:39:35,ahmed357744
2,app drains battery significantly running unacceptable please limit background activity,2021-09-22 18:42:23,frsnssr
1,number not changing still not use tawakkalna big hassle please help asap,2021-09-05 08:24:46,Radhan Paul
1,travel soon need many things go shopping not working,2021-02-04 17:25:55,3youn
3,please fix signup issue asigning anumber muqeem absher platform,2021-09-08 15:51:45,KarimTM
1,location tracking time instead using app big issue,2021-02-02 08:26:51,Adam Father of All
5,thanks app saudi gov best app whole world,2021-09-18 12:31:41,it's nice brogram I like it
3,kids open allow us anywhere work asap,2021-02-04 08:03:44,Qays khan
1,must work offline since connected entrance many different locations saudi,2021-07-08 17:30:43,mashael y
1,suggest give update app open often times,2021-06-17 05:29:58,nitinjzef
1,poor service app keeps crashing mandatory enter places support not answer concern,2021-06-14 15:46:08,Wal'a
5,app wonderful overcome pandemic,2021-02-17 21:31:10,Nice Eng.
5,thank,2021-02-16 19:31:33,yaser080
5,great app easy use,2021-02-16 18:03:38,ابوخالدAbokhaled
2,digital cards disappeared wallet last update,2021-02-05 07:58:15,7arranco
1,opening showing green sign open maybe crash,2021-01-02 17:28:45,Umm Hana
1,no fast response always referring moh status update although job communicate,2021-09-02 20:02:58,saleh.ty
1,app keeps crashing since even though updated running latest iphone,2021-05-31 11:52:14,oopeicke
5,like,2021-02-17 11:23:46,Salbalwi
1,not even buy things need hundreds sign attempt failed every single time,2021-02-04 17:23:44,SC: Yua339
2,app causes phone battery drain fast,2021-08-31 07:36:38,Awad151
1,application handle loads requests login peak time considered fact developing hosting,2021-02-03 18:34:16,shahid2986
1,locked urgently need get permit stupid thing not allowing reset password,2020-05-25 11:10:28,Sufi Hani
4,hope background activities app limited save battery life,2021-08-10 01:05:06,bokhli99
3,please make app offline,2021-06-22 13:46:52,Jutt 99
1,app not working week last update,2021-05-17 12:55:59,ibrahimkhalilserdah
1,app consumes much battery iphone mini maybe not optimized new chip drained around battery overnight,2021-02-13 11:50:25,uzi210
1,apps not working garbage go work buy something malls app not working,2021-02-09 11:19:27,03vince11
1,bad app not working force people use right get service stupid app,2021-02-03 21:22:46,hareed11
1,tried numerous time app work cannot enter shops buy things thank,2021-02-02 17:48:03,ShaikhTanzim
1,today update app stopped working,2020-05-25 12:31:14,Dr-Mo
1,not advise anyone use campaign spyware program mobile phone exposed persecution closer ever,2021-07-02 05:38:20,The.Rock.911111
1,work plz not open like facebook applications,2021-02-04 17:11:49,hjkhddtujbcsryhb
1,no open service unavailable,2021-02-04 14:29:29,mohammad Aftab Ansari
1,please make faster application,2021-02-04 10:19:43,mehranalikhan1234567778
1,spent minutes calling no body answer ask troubleshooting health passport no one response,2021-08-31 13:07:45,Almaglad
5,best safest app world thank saudi arabia,2021-08-08 21:57:54,تطبيق غير جاهز
1,renew vehicle req since days not updated twaqalna see abshar updated kindly solve issue autoupdated things soon,2021-04-21 08:30:29,raja1117282&
1,guys need invest million potential user needs much bigger servers already,2021-02-05 17:34:09,Saudi_Guy
1,downloaded give message try sign account,2020-04-16 09:32:01,Ahmedhamza
1,get message error choosing password even per requirements,2020-04-07 14:30:45,Maq993
1,great work app works great force user enable always check location unacceptable,2021-08-01 22:19:32,QassemNa
1,always location drains battery please something area,2021-02-19 19:42:34,mohsha06
4,amazing leader tool mena developed ksa monitor professional human manner milestone ksa lead ai area thank sdaia thank sa,2021-09-03 06:30:51,Tamer M Mohamed
5,appreciate efforts saudi government provide citizens,2020-05-13 07:55:29,Abdullah Hamali
1,keeps giving alert user not allowed no explanation direction fix problem exists,2020-04-16 22:35:32,Jamal Al Akkad
1,shows alert message network connection loss,2020-04-14 20:35:04,Reemakhan
1,first step application registration new user gives many errors send otp sms,2020-04-08 19:02:50,blackmasry
1,using iphone lately consuming lot battery please fix,2021-07-28 08:21:39,Mohammad Toolbar
1,download health passport tried multiple times still error shown kindly fix issue,2021-07-12 22:58:20,wiki210
5,distinctive application distinction forced write english,2021-02-17 21:30:21,HBO-LBO
1,call app fails purpose one goal downloaded used every one saudi arabia well not failed keep signed minutes straight failed absorb people unnecessary functions id absher individual exists better sadaia,2021-02-04 03:08:50,Sultanzo
1,useful data secured im unable connect server one family member members app bad experience,2021-02-03 17:35:43,Ansariaa
1,sign ever set password error message pups saying something went wrong,2020-05-06 15:11:07,Moshateri
5,keep going,2021-09-09 15:33:32,Fahad hamoud
5,good app,2020-07-03 20:49:27,M S Alagha
1,need apple wallet feature present health status make easier present status malls stores,2021-04-07 12:11:48,Abdul1990s
1,upgrading app version not login access services,2021-03-31 15:16:51,riy12
5,thank,2021-08-08 15:11:39,Frdgfee
1,tried many time signup work always said cant sing beta,2020-05-05 01:06:53,Ahmad HM
2,receive otp tried several times,2020-04-09 08:19:24,R3he
1,updating iphone ios app no compatible please update ios,2021-09-30 08:46:48,itumi
1,tawakkalna tracked location times last days well done privacy,2021-08-13 21:14:04,murad 76
5,iconic app demonstrating huge efforts exerted,2021-02-06 18:47:57,THUMAYRI.W
5,thanks amazing app helpful,2020-04-09 04:05:41,Ab abdulaziz
1,unfortunately app not functioning always crashes please update fix enter groceries offices cant recieve otp anymore,2021-02-04 13:20:58,EliYsmael
1,app not working cannot log change password need develop app first fix asap,2021-02-04 06:16:37,Zeroah
2,app not work new update,2020-05-25 13:39:17,dnickname0
1,asking location policy always using enough,2020-05-15 12:28:39,Ultramax80
5,helpful,2021-02-16 21:22:46,HaniSWE
1,hope apple delete app app app store wants open location otherwise not open,2021-06-26 10:59:58,iphone xs max i1
1,server error try fed application,2021-04-12 16:39:47,m.r hadii
5,app help us prevention,2021-03-21 13:23:33,Sultanaaaaaaaaaa
1,need register press date birth app crashes closes mobile iphone ios,2021-02-10 09:47:20,PauloPR-BR
1,attempt login app crashes,2021-02-04 04:06:13,ghost_909
1,cannot register due system load days continuous loy trying without success,2021-02-04 03:56:45,Krita_za
1,not login error showing busy application password not received,2021-02-03 19:39:06,Mian Abdul Wahid
1,new update working properly fix bug app,2020-05-25 14:18:40,ASM1990
1,cannot complete signup message popping information not correct,2020-05-06 13:09:51,Manojram1967
1,app weird use must enable location detection time violation privacy apple ban app,2021-06-29 20:00:15,Fisal1999
5,really useful app protect us,2021-02-17 12:42:07,Feras89
1,needed disappoint,2021-02-04 13:33:26,Ram Derma
1,app keeps logging server lags lot not ready mass rollout moment,2021-02-04 01:34:09,gglai16
3,app working abroad belarus please advise access health passport tawakkalna,2021-07-31 13:02:19,Sofia Zhdanvich
1,not connecting app network busy not allowed enter,2021-02-03 19:46:31,arrrrrrtj
2,need update make use app feeling like tracked time,2021-02-03 18:11:01,94smifv
1,fix app handle high loads users,2021-02-03 17:27:48,ofw07
1,worst app ever trying sign since one hour giving errors al way waste ur time download,2020-05-25 16:13:12,Amjad ilyas
1,cannot sign stuck creating password,2020-04-07 23:07:34,faisalmzahrani
1,app log no reason not log contacted support not helping,2021-05-09 11:15:51,nickhallareous
1,cannot log due poor server hope improve server,2021-02-06 00:07:43,Saad40896
1,stupid app work made necessary,2021-02-04 15:51:09,I Ibliii
1,one slowest app slow always busy please update servers even go grocery,2021-02-03 19:19:53,Bo sa7y
1,app need update barcode color not changing receiving negative test,2021-01-17 07:03:52,Hajjkamil
1,new update not working fine,2020-05-25 13:37:34,Kmalik115
1,cannot sign always says invalid time get permit everytime says error,2020-05-25 09:55:34,€€><
1,no activation password comes tried many times not working thanks,2020-04-09 06:57:42,Mahmodemjd
1,trying since days day night not sending verification codes,2020-04-09 06:08:20,blitz_jed
5,add widgets easy access,2021-04-11 16:06:32,MajidHws
5,easy use saudi,2021-02-18 14:54:55,HANA655$
5,big thanks saudi government app,2021-02-18 00:34:36,MajedH78
1,bad things,2021-02-07 08:40:08,mustafa y Ali
3,got vaccinated march still not updated tawakkalna kindly plz help need get umrah permit,2021-04-16 20:42:41,Qurata15
1,please make good battery not drain fast,2021-08-10 12:25:46,nzhshsyhshs
5,perfectly splendid,2021-02-17 08:33:01,eds222
5,wish ipad version please make compatible ipad,2021-09-12 22:08:29,AppSupport19
1,try sign tell cmake sure put correct information mu iqama number date birth correct,2020-05-12 11:56:38,salman.696
1,every time try sign app says ny im not allowed use beta version give star use,2020-05-03 22:22:08,Eid abdoallah
5,thank u amazing app,2021-02-18 20:55:36,hessa98765
1,log account come something went wrong,2021-08-18 16:29:34,tutul..
2,app force closing opening app,2021-06-04 07:16:06,Mufaisar
5,god go,2021-02-17 21:39:06,fhurdfhi gf
5,excellent useful application,2021-02-17 18:57:46,Mbsharaf
5,smart useful application,2020-06-10 21:34:36,RanaHamed
1,sign keeps saying try later,2021-02-03 21:44:13,IAmGoldie
2,password set not working,2020-05-07 13:20:01,NawalAlfahad
1,not able sign reason,2020-05-25 10:13:07,fahod
2,please consider add dependent details father mother children not necessarily always together father mother,2021-03-09 04:41:29,JUNTOX
1,updated tawakalna logged trying login send otp pls fix asap,2021-08-31 16:24:56,سعداللة
1,tracking people no privacy misleading covid testing based false information violation people freedom,2021-06-08 13:13:55,tatatote
1,worth mobile,2021-05-29 14:46:02,it is a useful application
1,prior making mandatory useless application make sure accommodate foreseen load,2021-02-04 14:04:41,moomeed
3,hard register,2020-10-05 16:07:54,yousef20920
1,every time log app gives explanation no internet connection,2021-02-03 23:02:04,mandhour
5,perfect,2021-09-10 16:05:54,Husaljohani
1,app bad idea hope stope use soon possible,2021-06-30 23:19:32,M7md MG
5,thanks helpful application,2021-06-23 08:22:45,KSA-Sarah
1,book appointment keep giving service not available,2021-05-20 19:55:53,mosaudi
1,not able register proceed get permission unconvenient unsatisfied,2020-04-17 17:21:13,the z z z. b
1,application trying force people donate organs upon death twisted way considered kind terrorism must canceled immediately,2021-07-02 09:52:31,hashoomy87
1,made mandatory performance awful,2021-02-03 17:00:42,!'v!)$&@
3,please check app getting hang,2021-05-20 13:19:11,mjllave
5,works well useful requesting emergency permit time ban great app useful make permissions curfew time,2020-05-11 23:47:54,Rashid Al-Marri
1,problem create password,2020-05-07 15:18:10,خالد الديك
3,not display data need sign,2020-08-14 13:59:00,Jameskasimjoshcooper
1,download app not working full loading no otp not getting logged,2021-02-04 08:49:50,sayidmashhoor
1,service not available,2021-02-04 03:59:31,Rahal07
3,tried several time not received otp,2021-01-10 05:50:08,Rabbani<)
1,try later,2020-04-08 04:31:33,tamerbeheiry
1,trying login receive sms phone app,2021-02-04 10:48:26,AKMH3412
1,please update apps much problems,2021-02-04 10:09:31,merajalam502
5,good,2020-05-15 21:13:40,TalalAwaji
1,poor technical support bad execution way take permissions expect anything totally unprofessional,2020-06-09 15:54:17,ahmadcdc
1,applied national id bd dialogue message coming something went wrong thanks,2020-05-25 19:02:18,saadeng
1,tried sign refusing yet input iqama number date birth,2020-05-25 15:53:48,babapurim
5,amazing app useful,2021-02-16 19:26:21,FOX.A
1,plan develop essential app like crisis time please make works,2020-04-17 07:09:50,a8dullmohs3n
1,open app app sign,2021-09-03 02:05:56,Faisal.Mo.Alm
5,efficient app,2021-02-16 18:08:22,Suzkin
5,good work,2020-05-09 01:57:59,'THNIAN
1,app not working not receive otp anytime day service not available,2021-02-04 22:55:55,Mkasem87
1,unable login anymore,2021-02-03 19:03:05,Husam Alaswad
1,not able register think need professional employees developers,2020-05-12 23:00:02,abuz free
5,amazing app keep saudi government,2021-02-17 16:50:30,temoalzahrani
1,many thanks health care people working hard protect country,2020-05-05 06:55:43,القحطاني أبو العز
1,not allowed no telling reason tho commercial employee,2020-05-04 04:43:32,emamyche
1,server always not working,2021-02-03 17:39:34,Hossssssny
1,bad application slow,2020-12-31 08:33:03,sa1sd2
1,not working please fix not register,2020-04-10 23:26:53,Saudi987654321
1,says not connected internet health status unknown,2021-02-19 18:13:34,ibrhim...
1,delay getting registered delay otp wasting time need improve,2021-02-03 19:43:03,muhammad yoonus
3,agree app either online offline case internet outage,2021-02-07 18:31:02,janis-ian
1,please fix issue,2020-05-05 18:59:57,Mohammed Ghamdi
1,great app nothing visitors also spread covid important immune us covid vaccine please bring update visit visa,2021-07-15 15:48:36,fatema ak
5,excellent application,2021-02-17 19:10:04,Meshal3857
1,keep getting error try later good idea bad app,2021-02-08 21:06:11,mohammedfs
1,time trying access gave wrong message program not work always gives error message,2020-05-25 10:48:54,jaberf
5,nice easy,2021-06-22 19:51:34,goodmanfrombegining
1,complicated,2021-06-16 13:17:23,danaslmond1
1,much bugs cannot register,2021-02-04 03:18:14,setyanugrah
1,downloaded app working fill signing refuses,2020-04-20 12:59:28,RMRASHEED
1,program bad espionage ask google remove,2021-06-17 17:11:42,2012 ok
5,superb application long live saudi government,2020-06-26 19:43:38,aamir hse
1,sad waited hours front mall app ka work not working,2021-02-04 16:24:38,sama omer
5,protecting people thanks ksa,2021-02-17 19:58:46,Saud Fareeh
2,registered tawakkalna app login not coming otp,2021-02-04 12:49:14,naseefsultan
1,heck app required go anywhere not even working properly kidding,2021-02-04 11:36:27,sa73619
1,application working,2021-02-03 20:29:56,mqp00
1,app not working,2021-01-01 16:32:19,GrayDiamond
1,days technical issue daily mails calls tweeters no resolution,2021-07-24 19:30:55,Ameer Shawky
4,thanks efforts may god protect us,2020-04-07 18:26:07,Abu Haitham
1,visitor unable sign app,2021-04-29 22:19:40,csiddu
2,taken first dose covid vaccine show immune app,2021-04-04 15:44:37,Sarahdewan
5,excellent application health care corona pandemec combact,2021-02-18 19:01:10,half_mooner
1,bad dead login,2021-02-07 18:38:42,Mo999med
1,worst kharra app entire app store no bloody way even sign work unqualified kharas,2021-02-04 13:47:51,Muks.Bash
1,not working properly,2021-02-04 09:58:05,BavaWandoor007
5,thank,2021-02-16 18:12:37,Hemo929
1,problem app app not working,2021-09-05 15:07:58,ummi-98
1,tha kind app population control kind app sick,2021-08-15 11:07:04,popolovo
1,phone number saudi arab working pakistan login tawakkalna,2021-08-14 15:39:23,نزرانه
1,want register tawakalna app return back saudi arabia please fix server turkey,2021-07-19 15:01:00,AhmedFaheem
