userName,rating,date,review
Ahmed Abbas,1,2021-03-12 22:09:18,Very slow
Arshad Tyagi,5,2021-03-12 22:03:27,Very helpfull
Sarfrasnavas Navas,5,2021-03-12 21:14:44,Good
Nankan Nankan,5,2021-03-12 21:13:59,Not working
Sami Ullah,5,2021-03-12 21:13:29,Sahib Jan
Mohammod Hossain,5,2021-03-12 21:10:33,Tawakkalna
Ehsan Ahmad,5,2021-03-12 20:57:23,Three month
Abul Kalam,5,2021-03-12 20:56:44,Ok
Waleed Alghamdi,5,2021-03-12 20:52:38,What a great App SDAIA
Nesreen Shehata,1,2021-03-12 20:50:09,I can not register in this app putting and revising all the information but it says make sure all your information is correct I do not want to give even one star
amnah alharbi,5,2021-03-12 20:43:55,Lovely
Alpha 6 0.1,3,2021-03-12 20:27:28,Cant open
Jay Pee Jalandoni,5,2021-03-12 20:23:32,It is usefull
Abdul razak AbdulAziz,5,2021-03-12 20:16:53,Good
Munib Munib,5,2021-03-12 20:09:05,Good
Yaduvanshi Nan babu,5,2021-03-12 20:07:35,Ggg
AL ZAMIL ANAS,4,2021-03-12 19:57:42,Good
Irfan Khan,5,2021-03-12 19:29:13,Nice
علي ال مانع العاصمي,1,2021-03-12 19:28:12,Too slow and stuck
Kawsar Ahmed,5,2021-03-12 19:25:05,Good qpo
Raju Miah,5,2021-03-12 19:24:54,Riyadh
Naeem Khan,5,2021-03-12 19:15:49,Good
NTC KSA,1,2021-03-12 19:06:54,Excellent
Mido Khayatt,1,2021-03-12 18:49:08,Wrong result give me infected and i did not do covid test
Shaheen Alum,5,2021-03-12 18:39:13,OK
Ahmad Munir,5,2021-03-12 18:30:42,Very Nice
Sohailkhan SohailKhan,5,2021-03-12 18:06:21,Nice one
No Njgii,5,2021-03-12 17:56:09,Good
Zakiya Samim,1,2021-03-12 17:39:04,Waste of time
Zohra Khatoon,1,2021-03-12 17:29:24,It is lagging alot in order to show the status of my sponsored members we need to have net we cannot enter malls bcz of that
Khurshid Alam up,5,2021-03-12 17:23:15,Wandar ful
Layeeq Pathan,5,2021-03-12 17:14:28,It is a wonderful app that provides you no of permits in ksa
Lois Kerush,1,2021-03-12 16:39:27,Fell poor update all the time
meenu deen,5,2021-03-12 16:32:41,Good
Mushtaq Ahmed,5,2021-03-12 15:17:41,I like this
Mokhtar Bangali,1,2021-03-12 14:58:39,Makti
Sahbaz khan,4,2021-03-12 14:38:30,Nice
Sajeeb khan Khelo mia,1,2021-03-12 13:55:02,No Nice
افضل خان,5,2021-03-12 13:38:53,welcome
Abdulrhman Alsaadi,1,2021-03-12 13:20:24,The program has many problems sometimes it does not work unless you delete it and restore its campaign and sometimes it hangs telling you what I gave the authority to link to your site and I gave it all the permissions very very bad and needs modification
Youssef Ehab,5,2021-03-12 12:51:10,Good application
فريد المنباوي,5,2021-03-12 12:22:19,excellent
Abed Mesto,5,2021-03-12 12:15:27,Good app
Anis yousaf Anis,5,2021-03-12 11:45:11,Good
কিতা কইতাম দুস্ত,5,2021-03-12 11:34:02,Awesome
sajjad Ahmad sajjad Ahmad,1,2021-03-12 11:26:39,Keep asking for location permission even I already give the app permission Unable to use it because of location permission bug
Farhad Farhad,5,2021-03-12 10:48:38,Nice
Aliya Mla,5,2021-03-12 10:45:12,ok
Shahrukh Khan,5,2021-03-12 09:35:11,Welcome
Giri dmk v,5,2021-03-12 06:28:19,Good
Shaikh Raja,1,2021-03-12 05:14:27,Time to time apps is not updated need immediate improvement
Lele Diamond,1,2021-03-12 04:25:17,I can not open
Rafeeq Ahmed,1,2021-03-12 03:04:13,not working properly
Jonkiervy Castro,1,2021-03-12 01:55:35,Continues phone setting No good application
nobi hussein,1,2021-03-12 00:15:38,Huh huh
Sindhu Appicheril,4,2021-03-12 00:12:46,So sometimes when I use this app it is like my account is gone like I have to sign up agian But yeah the quality is good
Negrah Farm,5,2021-03-12 00:11:18,Nice
HN 911,1,2021-03-11 23:26:54,Bad and always logs out
aldrian axle talaman,1,2021-03-11 23:24:30,I can not open my tawakkalna please fixed this issue I can not go outside even in market because this is mandatory that we need to used before go inside of the market or the hospital I suddenly rate this application star because it can not be used faster and accurate Hoping you considered my post to fixed this problem and to inform the publisher or the creator of this application Thank you
Alam Hababi,5,2021-03-11 23:12:36,After update properly work
Hussain Al Mahzari,5,2021-03-11 23:09:19,Need to return the driving license
zakaullah khan,5,2021-03-11 23:08:52,Good
Yhang Esmail,5,2021-03-11 22:18:26,Good
Jikurullah Ansari,5,2021-03-11 22:07:20,Good
akbar saeed,1,2021-03-11 21:53:29,App stuck all the time
Life Choice Electrical Shop,5,2021-03-11 21:42:07,Excellent
Yhu Uhu,5,2021-03-11 21:36:47,Please open tawakkalna
md hamidul,3,2021-03-11 21:17:18,Masha Allah
Aman UIIah,1,2021-03-11 21:10:04,excellent
Md Mokim,2,2021-03-11 20:53:15,No open
positive vibes,1,2021-03-11 19:41:10,Worst app ever
Luqman Khan,5,2021-03-11 19:22:05,Good
Rey marc Dador,5,2021-03-11 18:23:01,Excellent
Nadeem Shaikh,5,2021-03-11 17:53:32,Good
Malik Shaikh,2,2021-03-11 16:15:34,Goood
Sandeep Patil,1,2021-03-11 16:10:23,Tooo bad not working properly only
Mk Yadav,1,2021-03-11 16:08:21,Very bad working super slow Please make same good
s my favorite saya,5,2021-03-11 16:03:26,Good
Joynal abdin,5,2021-03-11 15:54:05,Good
Adil Abdullah,1,2021-03-11 15:45:35,Does not open while entering the malls It is a hassle to open the app while entering a mall with the family
Mohd ashrsf Ashraf,5,2021-03-11 15:27:15,Not open
Kareem Khan,5,2021-03-11 15:08:18,It good but not every time
Mustafa Hamra,1,2021-03-11 14:38:24,Need a lot of work This current version is almost useless
Bhebs Love lov,4,2021-03-11 14:11:46,Good app
sreejith arolil,3,2021-03-11 14:08:30,I can not open this app after installing shihati All others are working
Aliyak 000,5,2021-03-11 13:55:17,Very good apps
ayman atef,5,2021-03-11 12:55:04,pearler
Bangla Safik,5,2021-03-11 12:40:49,GOOD
Moha aananthan,5,2021-03-11 12:38:57,Thank you
Anwar Zeb,1,2021-03-11 12:36:50,Worse application when you need it it will not work
Abdul Wahab,5,2021-03-11 11:41:05,Excellent application
Mohammad Mohammad,5,2021-03-11 10:52:59,good
Jitendra Khang,5,2021-03-11 10:40:00,Nice apss
Aman Maan,5,2021-03-11 10:02:54,Very good
Imee Jaro,5,2021-03-11 09:53:29,Good
MD SHAMjM ml,5,2021-03-11 09:52:42,It is nice app
ʀᴀᴇᴇs #,1,2021-03-11 09:14:15,Not open that when I want use only running circles
Lenovo K5,1,2021-03-11 07:35:29,good
Armando Luna,5,2021-03-11 05:25:41,Wow good
SadboyDredy,4,2021-03-11 03:47:13,Good apps
Billy Perez,5,2021-03-11 00:14:11,Pls good condistion dis apps
joy golez,1,2021-03-10 23:48:29,Why not opening
MD Shafkul,5,2021-03-10 21:52:58,Nice apps
Md Mukter,5,2021-03-10 21:41:37,Best
Norman Corpuz,1,2021-03-10 21:28:45,Poor service
Khokan Miah,5,2021-03-10 21:03:36,Good
Pappu Nizami,5,2021-03-10 20:27:31,Very Nice
Shg 12,5,2021-03-10 19:56:48,Gud
monir ripon,5,2021-03-10 19:45:14,Good
Latheef Palakkad,5,2021-03-10 19:43:51,Super
Mohammed Ahmed,2,2021-03-10 19:37:09,Its good but sometimes it starts to glitch and its really hard to sign up like it says sending otp but it takes really long and if you do not use it for a few days it automatically logs out please fix that problem
Zenkie Bagumba,5,2021-03-10 19:29:19,Guud upps
kalam khan,5,2021-03-10 19:21:46,Good
شوشو,1,2021-03-10 19:07:31,Very bad keep asking to five location permission that already given
Wilfred Lindo,5,2021-03-10 18:50:27,Nice app
Waqas Raza,5,2021-03-10 18:38:56,Good jo
NANSUBUGA HASIFAH,4,2021-03-10 18:34:20,Very good
SA QM,4,2021-03-10 18:29:47,Not wporking on HONOR
umar ansari,5,2021-03-10 18:27:01,star on
jetjet cruz,2,2021-03-10 18:21:30,the last update lost my data now i cant connet it says turn on location but my locationnis always on i cant even go through to the main page pls fix this bug i cant go out without this application
Hassan Salman Hassan,1,2021-03-10 17:10:54,I tried to record my name and it did not accept from to and I failed to record it
Shabeer Zulfi,1,2021-03-10 15:36:18,Good
Sree Varshan,1,2021-03-10 15:21:36,Fast few days Not working this app need updates version
Islam Khan,5,2021-03-10 14:30:28,Good
ronjan gaming,5,2021-03-10 14:27:29,Excellent
Muhammad Yousaf,5,2021-03-10 14:22:08,Ok
Rohan Nayem,1,2021-03-10 14:19:28,Activate all permissions on my phone Location access everything but it is not working Still show turn on location It is to much disgusting Kindly give me solution
ismail anıl,5,2021-03-10 13:36:03,Does not sign in verification code is not sent not able to connect
pakistan zinda bad,1,2021-03-10 13:06:14,Not working every time error if sign out need next time sign in must week plz resolve this ishow
Nonah A,2,2021-03-10 12:24:01,Always have issue with login and we have to go to official website
Md sojal,5,2021-03-10 11:53:58,Nice
MD. Kosuru,5,2021-03-10 11:07:03,Good
Lee Ray,1,2021-03-10 10:43:47,It will not download
Farug Hug,5,2021-03-10 10:37:20,Ok
Ghulam Nabi,5,2021-03-10 10:23:14,Rey
Salma Abbasi,5,2021-03-10 10:17:37,Super app
ISAM ABDULLAH,1,2021-03-10 09:08:42,It gets stuck a lot when you open it every time and it works after removing it and downloading it again
Mohammad Shahid,5,2021-03-10 08:40:41,Good
Æñèéßh Kûmær,5,2021-03-10 08:16:15,Good
Rashed Rashed,5,2021-03-10 08:08:45,Good
rajab bukhari,5,2021-03-10 06:39:45,Nice
SamerH Mohammed,5,2021-03-10 03:36:24,Good app
Nor Sadat,5,2021-03-10 02:47:57,Excellent
Nur Ul amin,5,2021-03-10 01:08:37,Good
Aslam Khan,5,2021-03-10 00:54:12,Good
Afsaar Ali,5,2021-03-10 00:10:56,Very very nice
Gianellie Gonzales,1,2021-03-09 23:25:54,I cannot open it permanently to any of my phones Now i cannot go out and enter any establishments and buy my necessities I am stuck But one iphone user was able to open it but not in any of my phones
lonley Dude,1,2021-03-09 22:33:13,Very hard to open and many times stop
Asif Khan,5,2021-03-09 22:03:56,Useful
parvez miha,5,2021-03-09 21:36:04,Very good
Gurpreet Singh,5,2021-03-09 21:35:24,Good
Amin Bd,5,2021-03-09 21:33:23,this very good
Ahmed Osman Ibrahim,5,2021-03-09 21:17:36,Excellent
Md Raki,5,2021-03-09 21:05:24,Good Apps
Tk Mishra Mishra,4,2021-03-09 20:58:56,Good
Qurban Ali Qureshi,5,2021-03-09 20:49:01,Osm Application help full
Moynul Islam,1,2021-03-09 20:34:04,Go corona go
akhi akther,5,2021-03-09 20:08:30,Nice application
Turki Saadi,1,2021-03-09 20:07:56,I took the first dose of the vaccine and it does not appear
Sheikh Polash,5,2021-03-09 19:57:28,Good
Kamrul Hasan,5,2021-03-09 19:46:39,Good
Mubrak Mubrak,1,2021-03-09 19:45:22,mubarek
Md Moshin,5,2021-03-09 19:35:58,Ok
apple Acuña,2,2021-03-09 19:11:37,Not really good for those not citizens peopin saudi hard to be working the application
Mohd Ashraf,5,2021-03-09 19:10:21,Very well
lamberto delos reyes,5,2021-03-09 18:47:55,Good
Karan Sd Sd,5,2021-03-09 17:34:28,Why it not open with me please
Albertba Utista,2,2021-03-09 17:30:26,Not open
Shagalalyn's Vlog,1,2021-03-09 17:04:31,I can not log in
Gdgd Gdgd,2,2021-03-09 16:44:07,Nice
Muhammad Khaleeq,5,2021-03-09 16:39:43,Very good
Kepitano Ahmad,5,2021-03-09 16:36:36,Every time I load it it takes too long My device is a new Galaxy
Rameswar Dube,5,2021-03-09 15:37:57,Very good
rajesh Kumar. B,5,2021-03-09 15:08:25,good
Bablu Maurya,4,2021-03-09 15:05:44,Good
Abdulrhman Omran,1,2021-03-09 14:39:44,So bad
Charlie Gorospe,4,2021-03-09 14:33:01,Very useful
abu mussaib tunio,1,2021-03-09 13:46:56,Every day need update update what the hell
Fasaludheen k Fasaludheen k,5,2021-03-09 12:44:06,Supper
sam galxy,1,2021-03-09 12:34:43,I have a problem that the option to allow does not appear all the time which makes me unable to use the application
tiel,1,2021-03-09 12:12:40,Slow
Arjun dev,1,2021-03-09 11:30:06,Very bad app
Ashraf Aldash,4,2021-03-09 10:56:12,When will the vaccine be released on our trust
Noor Khan,5,2021-03-09 10:46:56,Good
osama otayf,5,2021-03-09 10:28:55,excellent
Najmul Hasan,4,2021-03-09 09:43:55,Patrol Gang Kabab Tiri Kaba
rishin kallarramachandran,5,2021-03-09 09:17:41,Very good
Abdul Islam,5,2021-03-09 08:58:57,Bad
shanavas khan,5,2021-03-09 08:54:00,Good
Nur hossen Nur hossen,3,2021-03-09 08:26:54,rude rude it is ektu yto and z of a lot of erude pis studied forever veterans yyreear re h
Al_Amier Dalandagan,5,2021-03-09 02:53:12,Excellent
Khokon Bhuiyan,5,2021-03-08 23:13:54,Best app
Rizwan Khan,3,2021-03-08 23:07:44,Hedar
Mylene Ayad,5,2021-03-08 23:07:13,Please open
Killadi Khan,5,2021-03-08 22:21:58,Very good
Ghina Jay Pesquerra,5,2021-03-08 22:18:46,Not yet
Harun Miah,5,2021-03-08 22:04:21,Nice
ساه الغامدي,5,2021-03-08 21:46:26,Tawakkalna
Naeem Nazir,1,2021-03-08 21:33:19,sometimes application not working why
Hj Syarifah,5,2021-03-08 20:43:22,Good
talbert raj,5,2021-03-08 20:15:59,Nice
Kamal Raza,5,2021-03-08 20:09:55,Excellent
Tasneem Tariq,5,2021-03-08 20:07:58,Mashaallah
For Mee,5,2021-03-08 20:05:15,My mobail in tawakkalna not open Please help mee
Nizar Khan,1,2021-03-08 20:05:12,Too much head ache Two days not working Iocation location always
Emilia Royo,1,2021-03-08 19:35:51,I always log out And I have had a trouble logging in
Parasuram Parasu,5,2021-03-08 19:34:00,Verynice
kristine soliven,2,2021-03-08 19:24:06,Not open with internet
Sakil Sk,1,2021-03-08 19:08:17,Korea
enen herbal,4,2021-03-08 18:28:56,Ive been downloaded it on its original version and i dont have any problem just a few seconds it is opened but when the time i updated it to the new version where iqama was shown i got a problem to open it i cnt enter in hospital vicinity appointments was due bcz bcz i cnt open it even i have data and net and even the location status is on i dont know if its a technical problem i when got home i uninstall it for the second time and install again hopefully it will not happened again
حسين محمد,5,2021-03-08 17:12:28,Tokana
Fahad Saghar,1,2021-03-08 15:21:31,Ca not open
dhan mhel,1,2021-03-08 15:19:27,manny times installed unstalled coz its so slow everytime i open mar already still getting slow and irritating specially when your in rush situation
Sahabuddin ansari Siwan,5,2021-03-08 14:44:41,Very Good
Fakhre Alam,5,2021-03-08 14:31:54,Good work
Edmund Gumaru,1,2021-03-08 14:21:33,Its not updating
ኢሶ ሀበሻ,5,2021-03-08 13:56:18,good
Shahid Iqbal,5,2021-03-08 13:54:16,Good
Kabir Hossain,3,2021-03-08 13:23:07,Poor
Elatta Kamal,1,2021-03-08 13:21:45,Application is not update my status from blue coming from abroad to green even after negative covid result I also called customers service of Tawakalna but not helpful at all also I have called MOH without benefit still waiting for days after negative result poor application
Adnan khan,5,2021-03-08 13:16:00,Very good app
heba tote,1,2021-03-08 11:46:36,Every time I make a recording it remains suspended and my status goes back to days after I entered the kingdom and I am not satisfied with it
khursid miyaa,5,2021-03-08 10:53:58,Nice
Selim selim,1,2021-03-08 10:27:44,selim sk
Farid Radwan,1,2021-03-08 09:42:30,The application does not work and shows a problem with locating the site despite the activation of the site and the permissions of the application to access the site
durga prasad,4,2021-03-08 07:44:38,Good
Andres Villagonzalo,1,2021-03-08 07:41:24,Ca not open tawakkal
Tito Delpilar,1,2021-03-08 07:32:23,No signal
Tuan Anver,4,2021-03-08 06:25:16,Why not opening quick
Pakistan Pakistan,5,2021-03-08 05:49:15,Good app
Abu Ryan,5,2021-03-08 05:39:21,Thanks
Romeo Taguinod,5,2021-03-08 05:13:04,Ok
Noe Gepiga,5,2021-03-08 04:28:05,It is very good to everyone to detect a person of infected virus
______k220,5,2021-03-08 01:50:22,Very nice app
Afsara Aali,5,2021-03-08 01:30:51,Good
Mohamed Sahid,3,2021-03-08 00:55:52,Giood
Zulfi Chachar,5,2021-03-07 23:46:15,Very good
শুধুই তোমার অপেক্ষায়,5,2021-03-07 23:41:47,this app why not working
Im Abbas,1,2021-03-07 23:12:08,Nic
Mohd Aijaj,4,2021-03-07 22:46:30,Good
Majid Jadoon,1,2021-03-07 22:29:44,What a job
Munsur Ali,5,2021-03-07 21:23:33,Good
Habeeb Habeeb,5,2021-03-07 20:37:43,Veery nice and good appl
Wwf Hdss,5,2021-03-07 19:58:10,Yg
Muhammad Nadeem,5,2021-03-07 19:53:48,Good
Monnu Talukder,2,2021-03-07 19:27:51,Good
mohammed shaik,4,2021-03-07 19:08:47,Dear team I am unable to open App Something problem not working properly Please advise
Estyak Ahmad,5,2021-03-07 19:07:56,OK
Sohib AL-Gotimel,1,2021-03-07 18:25:06,The app after updates is slow and the liver is hovering
Praveenagpravi Praveen,1,2021-03-07 18:11:33,Not good
Anil kumar D,5,2021-03-07 17:51:16,Saudi Digital apps are awesome Great kingdom
Nurayma divaldi Tandong,1,2021-03-07 17:37:00,Its not working may tawakallna
ARIFUL. TV,5,2021-03-07 16:48:26,Now that is time this apps working very slowly
Haytham Alghamdi,1,2021-03-07 16:18:02,Not working many times now i am not able to download it
Herminio Bangeles,5,2021-03-07 15:56:55,Nice faster even without my wifi
Halal Travel,5,2021-03-07 15:49:46,By far this is one of the best app for pandemic Not only it ensures the safety of people in the kingdom but also it caters a lot of services as well
Salman Ebrahim,1,2021-03-07 15:28:13,Ca not choose the country registration problem
Tho Eil Arema,5,2021-03-07 15:00:47,Good
Rakesh Thakur,5,2021-03-07 14:56:53,Good
Marcelina Flandez,5,2021-03-07 13:48:12,It is OK
Ram Bahadur,5,2021-03-07 13:18:06,Good
Somun Hossain,5,2021-03-07 13:08:14,Wow
Arbaz Khan,5,2021-03-07 11:46:43,Good app
Adnan Arif,1,2021-03-07 11:45:09,Once launched the app is stuck at home screen with the loading symbol running continuously mins later it is still the same
Muqlus Rehman,5,2021-03-07 11:17:48,OK
Arunkumar Krishnan,1,2021-03-07 10:37:05,Before it was very good Now cannot open and waiting for long time Need to restart mobile
Karuppayya Karupp,5,2021-03-07 09:48:35,Good
lucky sabado,1,2021-03-07 09:31:41,It can not work can be installed but not working unstall re install repeatedly
Amir Hafeez,1,2021-03-07 09:28:13,Stupid app not even worth a single start Loading issue everytime
Asghar Ali,5,2021-03-07 08:40:44,Ok
hilmer alejandre,5,2021-03-07 08:30:53,Very Good Application
Mutlak Alhadba,1,2021-03-07 07:31:31,The application does not work on Samsung Note devices and and it works with Note and I think that the problem is limited to the Android system on these devices the application works without problems with Android version number higher than that does not work and it seems that the problem lies in the Java libraries Note that I opened an official report about the problem and the report was closed without a solution And you sent the technical error information to the developer via the Android system I hope the authority responsible for the application will solve the problem
L Wills,1,2021-03-07 06:49:36,App does not work Let is uninstall and log in again App does not work Let is uninstall and log in again App does not work Let is uninstall and log in again Get the idea It is like Ground Hog Day but not as good
Ali Khan,5,2021-03-07 06:33:03,This app Only use for to entry any mall or commercial Area
Jakir Hossain,5,2021-03-07 06:26:39,Nice
mehadi hasan,1,2021-03-07 03:49:37,ghh
Kawsar Nusrat,1,2021-03-07 02:52:51,This app is not good not why these apps do not login with passport
saeed Adem,5,2021-03-07 01:43:53,very nice service
tarek tarek,2,2021-03-07 01:37:27,The worst customer service they do not know what to do The idea is great the execution is
Jhovz adolfo,5,2021-03-07 01:07:49,Nice
SKLOVERS SKLOVERS,5,2021-03-07 00:30:55,Gret
Razetta الزهراني,5,2021-03-06 23:19:27,The application means that we did not enter the market we take the mobile and give it to him
Aya Lidasan,5,2021-03-06 22:58:41,Good
SS. KHAN BODY FITNESS,4,2021-03-06 22:54:31,so nice aap
Khan Azam,5,2021-03-06 22:12:10,Azam Khan
Anesah De l Rays,5,2021-03-06 21:40:26,very good
Isam Mahdi,5,2021-03-06 21:39:21,its useful and reflect the Saudia Government care of its people I do beleive that Sahati mawid abshir all are useful as well congratulations
Arslan Zafar,5,2021-03-06 21:34:32,Very good app
the garet video Bollywood,5,2021-03-06 21:14:38,Good
Yayah Subang,5,2021-03-06 20:05:11,Good
امیر خان,5,2021-03-06 19:56:11,Good
Sana Mirza,5,2021-03-06 19:40:00,Good
Md Akhtar,4,2021-03-06 19:29:41,Good
Mazlan Ban,5,2021-03-06 19:28:56,Manah mh nya
Nesar Jan Jan,5,2021-03-06 18:50:09,Ok
حسنة شاه عالم شفيع الله,1,2021-03-06 18:49:10,The problem is difficult to enter
Mohed asef,5,2021-03-06 18:40:05,Good
Abogogo Sabry,5,2021-03-06 18:22:53,Tired of taking time every time to open
Shuaib Nafees,4,2021-03-06 17:50:00,Excellent application
Norberto Benemerito,5,2021-03-06 17:04:05,Ok
Nasir Nasiruddin,5,2021-03-06 16:31:07,So many time need to sign U am very taired
Rodel Reyes,5,2021-03-06 16:19:50,Handsome
Md Rafiq,5,2021-03-06 15:59:01,Chishty
md Eyasin,5,2021-03-06 15:51:13,Very good app
Md Jabed,5,2021-03-06 15:16:57,hh
Hg Ffc,5,2021-03-06 14:52:03,nice
Nour Sobh,1,2021-03-06 14:01:36,Does not work properly
Abdu Sattar,2,2021-03-06 13:57:34,Best
Nayan Nayan,5,2021-03-06 13:39:07,not work
Orlita Entag,5,2021-03-06 13:35:13,Useful and very helpful For everyone
prince Sameer Sameer,5,2021-03-06 13:10:51,Amazing app
Sumon Jeddah,5,2021-03-06 13:09:58,Nice
Jocel tamayo,5,2021-03-06 12:21:45,Event what I am doing I cannot log in this app Any one help me please
MD Saadik ali,5,2021-03-06 12:17:33,very Good app
Yousaf Afridi,5,2021-03-06 11:40:37,Its vere good
Hayat Fatima,5,2021-03-06 11:20:52,Nice
Mohammed Sabbir,5,2021-03-06 11:19:47,Good
Abu taher Jahangir,3,2021-03-06 10:58:18,Good
Demah,1,2021-03-06 10:05:55,Does not load at all
M siddique M Hussain,5,2021-03-06 09:59:22,Every day it is need uninstall and reinstall
Zain Ali,5,2021-03-06 09:07:16,Very nice app tawakkalna
Mosa Khan,5,2021-03-06 08:12:29,Tawakkalna
md imam321,5,2021-03-06 07:49:35,Very good
Tohin Ushain,5,2021-03-06 07:20:09,Good
abdulrahim khan,4,2021-03-06 07:04:44,Nic experience
Andie De Castro Ramos,5,2021-03-06 06:54:28,Excellent
A Razik A Karim,5,2021-03-06 06:51:17,Very good work App work even in offline
Mohammed Bedru,1,2021-03-06 06:42:29,A very bad app Eventhought after I install it does not work so I reinstall it but the same nothing change So the respected authorithes have to fix it
Badsah Badsah,5,2021-03-06 06:25:19,app
JAMSHID MIRZAEV,5,2021-03-06 04:07:48,Ok
Amshaidullah Khan,1,2021-03-06 03:03:01,Very poor experience takes lot of time to open
Najerah H.ismael,1,2021-03-06 02:09:26,i can not log in again
Md Sobug,1,2021-03-06 01:20:05,Bangladesh
SHAFIKUL ISLAM,1,2021-03-06 00:21:28,No
Ømu Ābdûl Wâhāb,1,2021-03-06 00:08:12,Good
Unni Kukku,3,2021-03-05 23:29:03,Good
Gassali B M,3,2021-03-05 23:16:00,Most of the time unable connect Then required to uninstall and reinstall again
Niloy Khan,5,2021-03-05 23:06:46,Nk
raed raed,5,2021-03-05 22:14:45,Good
Desert Off-Roaders,1,2021-03-05 22:04:48,Help tip to login Servers are busy all day try logging in after midnight I was not able to get past the log in screen error for being busy but today I tried at am in the morning
Fojlol Huq,5,2021-03-05 21:54:40,Good
Jamal Jamaal,5,2021-03-05 21:41:36,Thanks
Abdo Abdo,1,2021-03-05 21:15:15,Dosnt work
Yakulam Thangavelu Murugaiah,5,2021-03-05 20:55:12,is very good
Alia Embaby,5,2021-03-05 20:46:40,Excellent and thank you very much
PK Adhikari,5,2021-03-05 20:44:07,Hak
Bern Tech,5,2021-03-05 20:36:45,Good apps
Bdto . Bd,5,2021-03-05 20:31:09,Good
Robertson Lariba,4,2021-03-05 19:58:57,u just oo oo oo
rajesh l,5,2021-03-05 19:57:53,Good
Tome Amar,5,2021-03-05 19:48:50,Nice
Engr. irshad akhter,1,2021-03-05 19:46:34,Bkwas app
Usman Khan,5,2021-03-05 19:32:00,Sajjad swat
Asfhak Ahmad,5,2021-03-05 19:31:51,Good
Md Gyas,5,2021-03-05 19:10:03,Very good
AqeelA Juma,2,2021-03-05 18:59:59,The application does not open for registration I tried with it but it did not give me the option to specify the gender
نذير النشاوي,4,2021-03-05 18:47:03,Excellent application but requires an Internet subscription outside the home
Muhammad shahzad,5,2021-03-05 18:33:20,Good app
Md Akram,5,2021-03-05 18:23:21,Ok
Tangella Taraka ramana,5,2021-03-05 18:22:19,Good
Kashem Molla,5,2021-03-05 18:13:59,Good
Siva Kumar,5,2021-03-05 18:10:56,Sivakumar
Abdul Halek,5,2021-03-05 17:46:34,BH
Gufran ahmad,1,2021-03-05 17:42:43,Poor
winston merin,1,2021-03-05 17:22:51,Ca not update
Md Suleman,5,2021-03-05 17:15:19,I like this app
Cris valentino,5,2021-03-05 17:00:05,Its verry useful
Mjane Cerlantino,5,2021-03-05 16:57:17,Good
Shakir Maqusood,5,2021-03-05 16:52:27,Good
m hasan abbasi,5,2021-03-05 16:44:24,porablam nit downlod aap tawaklna porablam for downlod
Ali Sufyan,1,2021-03-05 16:10:27,Waste of time please accept big curse from me
hazrat alijolaha,4,2021-03-05 15:44:55,Good app
Rasi Ahmad,5,2021-03-05 15:41:20,Nice app but My mobile in not working
O55Oo O55Oo,1,2021-03-05 15:24:14,This is the worst app Useless
Gafrul 123,1,2021-03-05 15:05:52,Good
Mohamed Shoaib,1,2021-03-05 14:13:15,Good
Bella Amira,1,2021-03-05 14:03:14,I keeps telling cannot sign in due to protection since i started signing up NO RATE Cannot even use properly
Abdur Rehman,5,2021-03-05 13:55:34,Pakistani abdur rahman
Niyaj Ahmad,5,2021-03-05 13:12:22,Nice
Sharjeel ashraf,5,2021-03-05 13:06:47,Good
Ronaldo Torres,5,2021-03-05 13:01:38,Good
Kamal Hail,5,2021-03-05 12:57:56,Very good aap
MAMUN MIAH,5,2021-03-05 12:51:21,Good
Rahish shah,4,2021-03-05 12:39:51,Good
dnalw0rld29 valencia,5,2021-03-05 12:27:15,Good
Mon Mol,5,2021-03-05 12:05:32,Suppar
RRG,1,2021-03-05 11:48:41,Can you make this app secured and users should not be able to have a screen shot or screen capture with their status Because some users just screen shot a negative result or no infection just to show that they are good to enter every establishments
Arfath Ul,5,2021-03-05 10:45:35,Tnx
Mohammad Ammar,1,2021-03-05 10:31:12,Not working many times
Sghwjajaj Shhsjsjsj,5,2021-03-05 10:27:54,Good
ahmed esmat,1,2021-03-05 10:25:12,Saudi Arabia decided to solve the problem of Corona When others fail to find solutions Saudi Arabia moves As long as you honor homeland
Taz Muhammad,5,2021-03-05 09:42:53,True good app
My Galaxy,5,2021-03-05 09:20:25,Nice
Eud Heud,5,2021-03-05 08:22:02,S
SoS LoL,5,2021-03-05 08:16:04,artist
Floyd Comprado,4,2021-03-05 07:12:34,Good
maktoob jafri,5,2021-03-05 07:00:49,Want to say thank you good job
Ramzuzaman Ismail,1,2021-03-05 06:24:16,Not even worth star I have been having trouble to register under visitor category The nationality button not responding at all despite reinstall many times Why on earth they make this app compulsory when it is not actually functioning properly
Kaka Kakaa,5,2021-03-05 01:15:23,Good
Yahia Nuoreldien,5,2021-03-04 23:49:19,Good
ariful hasan robin,5,2021-03-04 23:41:03,supper
Husiar To0h,4,2021-03-04 23:27:38,Nice
Ahmed Suria,1,2021-03-04 22:46:47,Unable to Signup Country selection is always crashing and blocking to proceed
Masayima Masayima,5,2021-03-04 22:31:36,trust us
Javeed Khan,5,2021-03-04 22:07:56,Good
M I NAYEEM,4,2021-03-04 22:01:57,Good
Mozzem md mozzem,5,2021-03-04 21:53:43,gd app
